Norad Id,Object Name,Object Type,Launch Date,Origin Country,Apogee,Perigee,Inclination
22,EXPLORER 7,Payload,10/13/1959,US,561,441,50
29,TIROS 1,Payload,4/1/1960,US,651,619,48
45,TRANSIT 2A,Payload,6/22/1960,US,952,593,67
46,SOLRAD 1 (GREB),Payload,6/22/1960,US,847,577,67
47,THOR ABLESTAR R/B,Rocket Body,6/22/1960,US,902,583,67
50,DELTA 1 R/B,Rocket Body,8/12/1960,US,1683,1501,47
51,ECHO 1 DEB (METAL OBJ),Fragment,8/12/1960,US,1686,1513,47
53,ECHO 1 DEB (METAL OBJ),Fragment,8/12/1960,US,1683,1525,47
58,COURIER 1B,Payload,10/4/1960,US,1208,962,28
59,THOR ABLESTAR R/B,Rocket Body,10/4/1960,US,1201,920,28
82,SCOUT X-1 R/B,Rocket Body,2/16/1961,US,2486,632,39
107,EXPLORER 11,Payload,4/27/1961,US,1185,463,29
115,THOR ABLE DEB (YO),Fragment,4/1/1960,US,598,561,48
116,TRANSIT 4A,Payload,6/29/1961,US,971,871,67
117,SOLRAD 3/INJUN 1,Payload,6/29/1961,US,981,876,67
118,THOR ABLESTAR R/B,Rocket Body,6/29/1961,US,939,830,67
119,THOR ABLESTAR DEB,Fragment,6/29/1961,US,869,736,67
120,THOR ABLESTAR DEB,Fragment,6/29/1961,US,877,713,67
121,THOR ABLESTAR DEB,Fragment,6/29/1961,US,962,825,67
122,THOR ABLESTAR DEB,Fragment,6/29/1961,US,609,559,67
123,THOR ABLESTAR DEB,Fragment,6/29/1961,US,827,682,67
124,THOR ABLESTAR DEB,Fragment,6/29/1961,US,829,720,67
125,THOR ABLESTAR DEB,Fragment,6/29/1961,US,926,810,67
126,THOR ABLESTAR DEB,Fragment,6/29/1961,US,783,709,67
127,THOR ABLESTAR DEB,Fragment,6/29/1961,US,784,685,67
128,THOR ABLESTAR DEB,Fragment,6/29/1961,US,952,822,67
130,THOR ABLESTAR DEB,Fragment,6/29/1961,US,954,839,67
131,THOR ABLESTAR DEB,Fragment,6/29/1961,US,951,825,67
132,THOR ABLESTAR DEB,Fragment,6/29/1961,US,966,858,67
133,THOR ABLESTAR DEB,Fragment,6/29/1961,US,854,780,67
134,THOR ABLESTAR DEB,Fragment,6/29/1961,US,960,844,67
136,THOR ABLESTAR DEB,Fragment,6/29/1961,US,793,718,68
138,THOR ABLESTAR DEB,Fragment,6/29/1961,US,903,854,67
141,THOR ABLESTAR DEB,Fragment,6/29/1961,US,977,889,67
144,THOR ABLESTAR DEB,Fragment,6/29/1961,US,954,893,66
145,THOR ABLESTAR DEB,Fragment,6/29/1961,US,925,841,67
147,THOR ABLESTAR DEB,Fragment,6/29/1961,US,856,770,67
148,THOR ABLESTAR DEB,Fragment,6/29/1961,US,954,763,66
150,THOR ABLESTAR DEB,Fragment,6/29/1961,US,990,913,66
152,THOR ABLESTAR DEB,Fragment,6/29/1961,US,962,748,67
154,THOR ABLESTAR DEB,Fragment,6/29/1961,US,935,811,67
155,THOR ABLESTAR DEB,Fragment,6/29/1961,US,746,702,67
158,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1867,929,67
159,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1538,964,66
162,TIROS 3,Payload,7/12/1961,US,773,710,48
167,DELTA 1 DEB (YO),Fragment,7/12/1961,US,877,747,48
172,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1142,936,67
177,THOR ABLESTAR DEB,Fragment,6/29/1961,US,926,760,67
178,THOR ABLESTAR DEB,Fragment,6/29/1961,US,977,860,67
202,TRANSIT 4B,Payload,11/15/1961,US,1097,947,32
204,THOR ABLESTAR R/B,Rocket Body,11/15/1961,US,1090,945,32
205,TRAAC,Payload,11/15/1961,US,1102,951,32
210,THOR ABLESTAR DEB,Fragment,6/29/1961,US,962,904,66
223,THOR ABLESTAR DEB,Fragment,6/29/1961,US,980,885,67
224,THOR ABLESTAR DEB,Fragment,6/29/1961,US,904,804,67
225,THOR ABLESTAR DEB,Fragment,6/29/1961,US,834,699,67
226,TIROS 4,Payload,2/8/1962,US,790,681,48
227,DELTA 1 DEB (YO),Fragment,2/8/1962,US,848,666,48
228,DELTA 1 DEB (YO),Fragment,2/8/1962,US,467,455,48
230,THOR ABLESTAR DEB,Fragment,6/29/1961,US,973,837,67
232,THOR ABLESTAR DEB,Fragment,6/29/1961,US,938,845,67
233,THOR ABLESTAR DEB,Fragment,6/29/1961,US,331,299,67
234,THOR ABLESTAR DEB,Fragment,6/29/1961,US,934,826,67
235,THOR ABLESTAR DEB,Fragment,6/29/1961,US,972,739,67
243,THOR ABLESTAR DEB,Fragment,6/29/1961,US,916,863,66
244,THOR ABLESTAR DEB,Fragment,6/29/1961,US,965,854,67
245,THOR ABLESTAR DEB,Fragment,6/29/1961,US,870,797,66
246,THOR ABLESTAR DEB,Fragment,6/29/1961,US,994,891,67
252,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1009,936,67
253,THOR ABLESTAR DEB,Fragment,6/29/1961,US,535,507,67
254,THOR ABLESTAR DEB,Fragment,6/29/1961,US,771,672,67
260,THOR ABLESTAR DEB,Fragment,6/29/1961,US,784,714,67
261,THOR ABLESTAR DEB,Fragment,6/29/1961,US,953,829,67
262,THOR ABLESTAR DEB,Fragment,6/29/1961,US,751,652,66
263,THOR ABLESTAR DEB,Fragment,6/29/1961,US,802,673,67
264,THOR ABLESTAR DEB,Fragment,6/29/1961,US,788,746,67
268,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1967,949,68
299,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1143,864,67
309,TIROS 5,Payload,6/19/1962,US,819,567,58
312,DELTA 1 DEB (YO),Fragment,6/19/1962,US,824,557,58
320,THOR ABLESTAR DEB,Fragment,6/29/1961,US,894,694,67
323,THOR ABLESTAR DEB,Fragment,6/29/1961,US,899,779,67
324,THOR ABLESTAR DEB,Fragment,6/29/1961,US,902,797,67
325,THOR ABLESTAR DEB,Fragment,6/29/1961,US,862,772,67
327,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1013,839,67
329,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1098,929,67
330,THOR ABLESTAR DEB,Fragment,6/29/1961,US,911,833,67
333,THOR ABLESTAR DEB,Fragment,6/29/1961,US,652,606,67
334,THOR ABLESTAR DEB,Fragment,6/29/1961,US,985,860,67
335,THOR ABLESTAR DEB,Fragment,6/29/1961,US,844,792,67
336,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1063,943,67
337,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1048,907,67
350,THOR ABLESTAR DEB,Fragment,6/29/1961,US,908,726,67
351,THOR ABLESTAR DEB,Fragment,6/29/1961,US,649,612,67
354,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1196,953,67
355,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1310,955,67
357,THOR ABLESTAR DEB,Fragment,6/29/1961,US,870,857,67
369,FTV 3502,Payload,8/23/1962,US,650,539,98
397,TIROS 6,Payload,9/18/1962,US,590,575,58
402,THOR ABLESTAR DEB,Fragment,6/29/1961,US,688,652,67
403,THOR ABLESTAR DEB,Fragment,6/29/1961,US,976,943,67
404,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1722,863,66
405,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1075,949,67
406,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1094,911,67
407,THOR ABLESTAR DEB,Fragment,6/29/1961,US,207,186,66
408,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1027,923,67
409,THOR ABLESTAR DEB,Fragment,6/29/1961,US,843,753,67
410,THOR ABLESTAR DEB,Fragment,6/29/1961,US,988,964,67
414,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1013,932,66
416,THOR ABLESTAR DEB,Fragment,6/29/1961,US,903,786,66
417,THOR ABLESTAR DEB,Fragment,6/29/1961,US,879,770,67
420,THOR ABLESTAR DEB,Fragment,6/29/1961,US,836,725,67
424,ALOUETTE 1 (S-27),Payload,9/29/1962,CA,1018,985,80
426,THOR AGENA B R/B,Rocket Body,9/29/1962,US,1017,991,80
446,ANNA 1B,Payload,10/31/1962,US,1179,1074,50
447,THOR ABLESTAR R/B,Rocket Body,10/31/1962,US,1162,1063,50
461,THOR ABLESTAR DEB,Fragment,6/29/1961,US,602,560,67
463,THOR ABLESTAR DEB,Fragment,6/29/1961,US,735,682,67
465,THOR ABLESTAR DEB,Fragment,6/29/1961,US,778,742,66
467,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1225,873,67
469,THOR ABLESTAR DEB,Fragment,6/29/1961,US,816,738,67
470,THOR ABLESTAR DEB,Fragment,6/29/1961,US,907,820,66
475,THOR ABLESTAR DEB,Fragment,6/29/1961,US,928,709,66
478,THOR ABLESTAR DEB,Fragment,6/29/1961,US,620,591,66
480,THOR ABLESTAR DEB,Fragment,6/29/1961,US,816,694,66
506,EXPLORER 16,Payload,12/16/1962,US,1146,742,52
510,THOR AGENA B DEB,Fragment,9/29/1962,US,1012,987,81
511,THOR AGENA B DEB,Fragment,9/29/1962,US,1028,982,80
516,THOR ABLESTAR DEB,Fragment,6/29/1961,US,985,853,66
530,THOR ABLESTAR DEB,Fragment,6/29/1961,US,954,838,67
537,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1143,893,67
538,THOR ABLESTAR DEB,Fragment,6/29/1961,US,691,681,68
541,THOR ABLESTAR DEB,Fragment,6/29/1961,US,994,890,67
543,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1051,955,67
544,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1184,917,67
545,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1118,876,67
548,THOR ABLESTAR DEB,Fragment,6/29/1961,US,721,574,67
549,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1280,966,67
552,THOR ABLESTAR DEB,Fragment,6/29/1961,US,976,821,68
558,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1683,948,66
559,THOR ABLESTAR DEB,Fragment,6/29/1961,US,701,634,67
560,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1268,815,67
561,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1993,1009,68
643,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1374,873,66
644,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1140,924,67
645,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1560,927,67
648,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1185,891,66
649,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1838,965,66
652,THOR ABLESTAR DEB,Fragment,6/29/1961,US,888,779,67
653,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1118,882,67
655,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1503,948,67
656,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1891,854,66
657,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1472,960,66
658,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1368,841,66
659,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1845,946,67
660,THOR ABLESTAR DEB,Fragment,6/29/1961,US,579,556,66
669,THOR ABLESTAR R/B,Rocket Body,9/28/1963,US,1107,1066,90
670,TRANSIT 5B-1,Payload,9/28/1963,US,1124,1060,90
671,RADIATION SAT (5E 1),Payload,9/28/1963,US,1120,1060,90
672,THOR ABLESTAR DEB,Fragment,9/28/1963,US,1027,983,90
694,ATLAS CENTAUR 2 R/B,Rocket Body,11/27/1963,US,1255,457,30
698,ATLAS CENTAUR 2 DEB,Fragment,11/27/1963,US,1377,595,30
700,ATLAS CENTAUR 2 DEB,Fragment,11/27/1963,US,1647,572,30
701,ATLAS CENTAUR 2 DEB,Fragment,11/27/1963,US,1326,583,30
703,THOR ABLESTAR R/B,Rocket Body,12/5/1963,US,1083,1062,90
704,TRANSIT 5B-2,Payload,12/5/1963,US,1108,1058,90
705,TRANSIT 5E 3,Payload,12/5/1963,US,1105,1057,90
706,THOR ABLESTAR DEB,Fragment,12/5/1963,US,1070,1027,90
715,THOR ABLESTAR DEB,Fragment,12/5/1963,US,1002,960,90
716,TIROS 8,Payload,12/21/1963,US,663,642,58
720,DELTA 1 DEB,Fragment,12/21/1963,US,806,644,58
721,SCOUT X-4 R/B,Rocket Body,12/19/1963,US,2295,593,79
727,THOR AGENA D R/B,Rocket Body,1/11/1964,US,918,899,70
728,GGSE 1 (GGRS),Payload,1/11/1964,US,913,890,70
729,SECOR 1B,Payload,1/11/1964,US,919,902,70
730,SOLRAD 7A,Payload,1/11/1964,US,918,898,70
731,GREB,Payload,1/11/1964,US,917,896,70
732,SCOUT X-4 DEB,Fragment,12/19/1963,US,1204,578,79
733,THOR AGENA D R/B,Rocket Body,1/19/1964,US,802,755,99
734,OPS 3367 A,Payload,1/19/1964,US,803,783,99
735,OPS 3367 B,Payload,1/19/1964,US,808,785,99
739,ATLAS CENTAUR 2 DEB,Fragment,11/27/1963,US,1413,480,30
741,THOR AGENA B R/B,Rocket Body,1/25/1964,US,1300,1040,81
742,ECHO 2 DEB (METAL OBJ),Fragment,1/25/1964,US,1291,1031,81
743,ECHO 2 DEB (METAL OBJ),Fragment,1/25/1964,US,1289,1028,82
745,THOR ABLESTAR DEB,Fragment,9/28/1963,US,1064,1040,90
753,THOR ABLESTAR DEB,Fragment,12/5/1963,US,1074,1036,90
801,OPS 4412 (TRANSIT 9),Payload,6/4/1964,US,871,801,90
805,SCOUT X-4 DEB,Fragment,6/4/1964,US,795,755,90
809,SCOUT X-4 R/B,Rocket Body,6/4/1964,US,886,828,90
812,OPS 4467 A,Payload,6/18/1964,US,815,806,100
813,OPS 4467 B,Payload,6/18/1964,US,817,809,100
815,THOR AGENA D R/B,Rocket Body,6/18/1964,US,805,789,100
831,ELEKTRON 3 DEB,Fragment,7/10/1964,RU,2372,384,61
870,EXPLORER 20,Payload,8/25/1964,US,993,852,80
871,SCOUT X-4 R/B,Rocket Body,8/25/1964,US,955,829,80
876,COSMOS 44,Payload,8/28/1964,RU,771,580,65
877,SL-3 R/B,Rocket Body,8/28/1964,RU,736,642,65
893,THOR ABLESTAR R/B,Rocket Body,10/6/1964,US,1067,1032,90
897,OPS 5798 (TRANSIT 5B-4),Payload,10/6/1964,US,1073,1045,90
899,EXPLORER 22,Payload,10/10/1964,US,1042,865,80
900,CALSPHERE 1,Payload,10/6/1964,US,996,959,90
901,OPS 5798 DEB,Fragment,10/6/1964,US,1069,1039,90
902,CALSPHERE 2,Payload,10/6/1964,US,1074,1049,90
903,OPS 5798 DEB,Fragment,10/6/1964,US,980,946,90
907,SCOUT X-4 R/B,Rocket Body,10/10/1964,US,1049,872,80
932,EXPLORER 25 (INJUN-4),Payload,11/21/1964,US,2266,524,81
933,SCOUT X-4 R/B,Rocket Body,11/21/1964,US,2145,523,81
953,THOR ABLESTAR R/B,Rocket Body,12/13/1964,US,1065,1015,90
956,THOR ABLESTAR DEB,Fragment,12/13/1964,US,1028,990,90
959,OPS 6582 (TRANSIT 5E-5),Payload,12/13/1964,US,1058,996,90
965,OPS 6582 (TRANSIT 5B-5),Payload,12/13/1964,US,1077,1017,90
967,THOR ABLESTAR DEB,Fragment,12/13/1964,US,1027,992,90
976,SCOUT X-4 DEB,Fragment,10/10/1964,US,951,783,79
977,SCOUT X-4 DEB,Fragment,10/10/1964,US,1061,874,80
1099,THOR ABLESTAR DEB,Fragment,12/13/1964,US,1055,997,90
1208,SECOR 3,Payload,3/9/1965,US,920,895,70
1244,GGSE 2,Payload,3/9/1965,US,921,894,70
1245,THOR AGENA D R/B,Rocket Body,3/9/1965,US,917,887,70
1271,OPS 4988 (GREB 6),Payload,3/9/1965,US,919,892,70
1272,PORCUPINE 1,Payload,3/9/1965,US,927,899,70
1291,SOLRAD 7B,Payload,3/9/1965,US,925,898,70
1292,GGSE 3,Payload,3/9/1965,US,905,873,70
1293,OSCAR 3,Payload,3/9/1965,US,876,855,70
1312,DELTA 1 DEB,Fragment,1/22/1965,US,2443,671,96
1314,OPS 4682 (SNAPSHOT),Payload,4/3/1965,US,1316,1272,90
1315,SECOR 4 (EGRS 4),Payload,4/3/1965,US,1315,1267,90
1316,OPS 4682 DEB,Fragment,4/3/1965,US,1205,1148,90
1328,EXPLORER 27,Payload,4/29/1965,US,1295,931,41
1335,SL-8 DEB,Fragment,3/15/1965,RU,1332,551,56
1358,SCOUT X-4 R/B,Rocket Body,4/29/1965,US,1299,932,41
1389,OPS 4682 DEB,Fragment,4/3/1965,US,1226,1187,90
1392,SL-8 DEB,Fragment,3/15/1965,RU,690,446,56
1399,OPS 4682 DEB,Fragment,4/3/1965,US,1269,1257,90
1420,OPS 8480 (TRANSIT 5B-6),Payload,6/24/1965,US,1122,1009,90
1425,THOR ABLESTAR DEB,Fragment,6/24/1965,US,1130,1023,90
1428,THOR ABLESTAR R/B,Rocket Body,6/24/1965,US,1104,1021,90
1430,TIROS 10,Payload,7/2/1965,US,794,714,98
1433,DELTA 1 R/B,Rocket Body,7/2/1965,US,715,659,99
1435,THOR ABLESTAR DEB,Fragment,6/24/1965,US,1032,946,90
1477,SL-8 DEB,Fragment,3/15/1965,RU,1711,820,55
1478,SL-8 DEB,Fragment,3/15/1965,RU,1500,613,56
1479,SL-8 DEB,Fragment,3/15/1965,RU,2002,846,56
1480,SL-8 DEB,Fragment,3/15/1965,RU,2057,754,56
1502,SCOUT B R/B,Rocket Body,8/10/1965,US,2417,1140,69
1504,THOR ABLESTAR DEB,Fragment,8/13/1965,US,1156,1060,90
1506,SECOR 5 (EGRS 5),Payload,8/10/1965,US,2419,1136,69
1508,THOR ABLESTAR R/B,Rocket Body,8/13/1965,US,1155,1093,90
1510,DODECAPOLE 2,Payload,8/13/1965,US,888,838,90
1511,THOR ABLESTAR DEB,Fragment,8/13/1965,US,1182,1081,90
1512,TEMPSAT 1,Payload,8/13/1965,US,1184,1082,90
1514,OPS 8464 (TRANSIT 5B-7),Payload,8/13/1965,US,1179,1074,90
1515,NAVSPASUR ROD 1,Payload,8/13/1965,US,1114,1025,90
1520,CALSPHERE 4(A),Payload,8/13/1965,US,1177,1070,90
1521,THOR ABLESTAR DEB,Fragment,8/13/1965,US,1185,1084,90
1522,THOR ABLESTAR DEB,Fragment,8/13/1965,US,1184,1080,90
1529,DELTA 1 DEB,Fragment,7/2/1965,US,837,786,99
1549,SL-8 DEB,Fragment,3/15/1965,RU,2062,749,56
1570,COSMOS 80,Payload,9/3/1965,RU,1531,1375,56
1571,COSMOS 81,Payload,9/3/1965,RU,1540,1399,56
1572,COSMOS 82,Payload,9/3/1965,RU,1542,1428,56
1573,COSMOS 83,Payload,9/3/1965,RU,1557,1448,56
1574,COSMOS 84,Payload,9/3/1965,RU,1568,1470,56
1575,SL-8 R/B,Rocket Body,9/3/1965,RU,1515,1356,56
1577,PORCUPINE 2,Payload,8/13/1965,US,1177,1070,90
1580,OPS 8068,Payload,9/10/1965,US,959,628,98
1583,THOR ALTAIR R/B,Rocket Body,9/10/1965,US,781,580,98
1584,COSMOS 86,Payload,9/18/1965,RU,1622,1291,56
1585,COSMOS 87,Payload,9/18/1965,RU,1636,1314,56
1586,COSMOS 88,Payload,9/18/1965,RU,1640,1345,56
1587,COSMOS 89,Payload,9/18/1965,RU,1642,1380,56
1588,COSMOS 90,Payload,9/18/1965,RU,1654,1405,56
1589,SL-8 R/B,Rocket Body,9/18/1965,RU,1663,1409,56
1590,SL-8 DEB,Fragment,9/18/1965,RU,1608,1323,56
1591,SL-8 DEB,Fragment,9/18/1965,RU,1617,1372,56
1608,THOR ABLESTAR DEB,Fragment,12/13/1964,US,957,931,90
1613,OV1-2,Payload,10/5/1965,US,2140,396,144
1616,ATLAS D R/B,Rocket Body,10/5/1965,US,1873,393,144
1617,SL-8 DEB,Fragment,9/18/1965,RU,1716,1342,56
1618,SL-8 DEB,Fragment,9/18/1965,RU,1724,1372,56
1634,SL-8 DEB,Fragment,3/15/1965,RU,2143,799,56
1641,OV2-1,Payload,10/15/1965,US,724,698,32
1642,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,633,601,32
1646,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,641,638,32
1653,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,709,651,32
1668,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,635,615,32
1671,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,750,677,32
1680,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,690,661,32
1682,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,686,616,32
1684,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,881,640,32
1716,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,729,675,32
1722,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,701,662,32
1726,EXPLORER 29 (GEOS 1),Payload,11/6/1965,US,2274,1114,59
1729,DELTA 1 R/B,Rocket Body,11/6/1965,US,2269,1115,59
1730,VENERA 2,Payload,11/12/1965,RU,315,205,52
1738,EXPLORER 30,Payload,11/19/1965,US,848,658,60
1739,SCOUT X-4 R/B,Rocket Body,11/19/1965,US,769,651,60
1778,A-1 (ASTERIX),Payload,11/26/1965,FR,1626,523,34
1805,DIAMANT R/B,Rocket Body,11/26/1965,FR,1370,510,34
1814,FR 1,Payload,12/6/1965,FR,661,654,76
1815,SCOUT X-4 R/B,Rocket Body,12/6/1965,US,602,594,76
1829,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,622,588,32
1833,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,698,612,32
1835,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,557,538,32
1841,PIONEER 6,Payload,12/16/1965,US,475,467,56
1859,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,778,682,32
1864,OPS 1509 (TRANSIT 10),Payload,12/22/1965,US,1047,888,89
1865,SCOUT A R/B,Rocket Body,12/22/1965,US,1059,892,89
1883,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,517,498,32
1915,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,719,679,32
1931,THOR ALTAIR DEB,Fragment,9/10/1965,US,948,606,99
1942,THOR ABLESTAR DEB,Fragment,6/29/1961,US,1464,958,67
1943,THOR ABLESTAR DEB,Fragment,6/29/1961,US,837,767,67
1948,THOR AGENA B DEB,Fragment,11/29/1965,US,1608,477,80
1951,THOR AGENA B DEB,Fragment,11/29/1965,US,1629,477,80
1952,OPS 1593 (TRANSIT 11),Payload,1/28/1966,US,1169,845,90
1953,SCOUT A R/B,Rocket Body,1/28/1966,US,1185,851,90
1959,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,742,653,32
1961,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,533,529,32
1964,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,934,679,32
1982,ESSA 1 (OT-3),Payload,2/3/1966,US,788,675,98
1983,DELTA 1 R/B,Rocket Body,2/3/1966,US,713,623,98
2011,SCOUT X-4 DEB,Fragment,4/29/1965,US,1281,933,41
2016,DIAPASON (D1-A),Payload,2/17/1966,FR,2302,497,34
2017,DIAMANT R/B,Rocket Body,2/17/1966,FR,2092,494,34
2050,TITAN 3C TRANSTAGE DEB,Fragment,10/15/1965,US,781,662,32
2088,SCOUT X-4 DEB,Fragment,11/19/1965,US,745,633,60
2091,ESSA 2 (OT-2),Payload,2/28/1966,US,1415,1354,101
2096,DELTA 1 R/B,Rocket Body,2/28/1966,US,1413,1351,101
2097,TRANSIT 5B-1 DEB,Fragment,9/28/1963,US,1042,986,90
2118,DELTA 1 DEB,Fragment,2/3/1966,US,827,648,98
2119,OPS 1117 (TRANSIT 12),Payload,3/26/1966,US,1090,871,90
2120,SCOUT A R/B,Rocket Body,3/26/1966,US,1101,880,90
2121,OV1-4,Payload,3/30/1966,US,999,877,145
2122,OV1-5,Payload,3/30/1966,US,1049,978,145
2123,OV1-5 R/B,Rocket Body,3/30/1966,US,1049,980,145
2124,OV1-4 R/B,Rocket Body,3/30/1966,US,995,878,145
2125,OPS 0340,Payload,3/31/1966,US,796,588,98
2140,SCOUT A DEB,Fragment,1/28/1966,US,1314,843,90
2141,SCOUT A DEB,Fragment,1/28/1966,US,960,790,90
2142,OAO 1,Payload,4/8/1966,US,781,772,35
2144,ATLAS AGENA D R/B,Rocket Body,4/8/1966,US,748,738,35
2154,DELTA 1 DEB,Fragment,2/3/1966,US,692,624,98
2173,NIMBUS 2,Payload,5/15/1966,US,1174,1091,101
2174,THOR AGENA B R/B,Rocket Body,5/15/1966,US,1165,1081,100
2176,OPS 0082 (TRANSIT 13),Payload,5/19/1966,US,925,834,90
2177,THOR ALTAIR DEB,Fragment,3/31/1966,US,730,541,99
2180,SCOUT A R/B,Rocket Body,5/19/1966,US,949,832,90
2223,DELTA 1 DEB,Fragment,2/28/1966,US,1383,1238,101
2224,DELTA 1 DEB,Fragment,2/28/1966,US,1564,1347,101
2226,SCOUT A DEB,Fragment,12/22/1965,US,1254,882,89
2327,ATLAS D DEB,Fragment,7/14/1966,US,899,854,144
2328,ATLAS D R/B,Rocket Body,7/14/1966,US,1007,992,144
2329,ATLAS D DEB,Fragment,7/14/1966,US,937,905,144
2334,SL-8 DEB,Fragment,3/15/1965,RU,1658,773,56
2337,ATLAS D DEB,Fragment,7/14/1966,US,995,988,144
2353,SCOUT A DEB,Fragment,3/26/1966,US,1086,861,89
2386,SCOUT A DEB,Fragment,3/26/1966,US,1054,863,90
2389,OV3-3,Payload,8/4/1966,US,1904,335,81
2401,OPS 2366 (TRANSIT 14),Payload,8/18/1966,US,1082,1034,89
2413,SCOUT A R/B,Rocket Body,8/18/1966,US,1091,1040,89
2418,OPS 6026 (DMSP 4A F1),Payload,9/16/1966,US,830,663,98
2422,THOR BURNER 2 R/B,Rocket Body,9/16/1966,US,815,659,98
2432,THOR ABLESTAR DEB,Fragment,12/5/1963,US,1103,1055,90
2435,ESSA 3 (TOS-A),Payload,10/2/1966,US,1486,1386,101
2436,DELTA 1 R/B,Rocket Body,10/2/1966,US,1483,1382,101
2518,DELTA 1 DEB,Fragment,10/2/1966,US,1559,1432,101
2580,SCOUT A DEB,Fragment,8/18/1966,US,1039,898,89
2620,THOR ABLESTAR DEB,Fragment,12/5/1963,US,1049,1025,90
2621,OV1-10 R/B,Rocket Body,12/11/1966,US,652,576,93
2644,SCOUT A DEB,Fragment,5/19/1966,US,1132,817,90
2647,SL-8 DEB,Fragment,9/18/1965,RU,1640,1342,56
2657,ESSA 4 (TOS-B),Payload,1/26/1967,US,1439,1326,102
2661,DELTA 1 R/B,Rocket Body,1/26/1967,US,1440,1340,102
2669,OPS 6073 (DMSP 4A F2),Payload,2/8/1967,US,834,762,99
2671,DIAMANT R/B,Rocket Body,2/8/1967,FR,1020,541,40
2674,DIADEME 1,Payload,2/8/1967,FR,813,506,40
2680,DIADEME 2,Payload,2/15/1967,FR,1630,580,39
2682,DIAMANT R/B,Rocket Body,2/15/1967,FR,1701,577,39
2684,DIAMANT DEB,Fragment,2/15/1967,FR,1197,543,40
2685,DIAMANT DEB,Fragment,2/15/1967,FR,1037,526,39
2700,DELTA 1 DEB,Fragment,11/6/1965,US,2213,1069,60
2701,THOR ABLESTAR DEB,Fragment,6/24/1965,US,1067,977,90
2702,SCOUT A DEB,Fragment,8/18/1966,US,1187,1058,89
2706,DELTA 1 DEB,Fragment,1/26/1967,US,1447,1392,102
2707,DELTA 1 DEB,Fragment,1/26/1967,US,1459,1229,102
2741,THOR BURNER 2 R/B,Rocket Body,2/8/1967,US,832,757,99
